dataset,count,method,dimensions,rho.seuclidean
baron-mouse,counts,lle,48,-0.16325197075256792
baron-mouse,counts,lsnmf,4,0.013257541693296983
baron-mouse,counts,lsnmf,32,0.0008430368345739436
baron-mouse,counts,lsnmf,2,0.017788033512856412
baron-mouse,counts,lsnmf,16,0.003725077446048088
baron-mouse,counts,lsnmf,96,-0.004750499219341724
baron-mouse,counts,lsnmf,8,0.017889012896327706
baron-mouse,counts,lsnmf,48,0.01819024339078695
baron-mouse,counts,phate,4,-0.12031407809590558
baron-mouse,counts,phate,32,0.1224092691082526
baron-mouse,counts,phate,2,-0.12916806912257367
baron-mouse,counts,phate,16,0.08183965577466952
baron-mouse,counts,phate,96,-0.02903175442635505
baron-mouse,counts,phate,8,-0.13817593717770138
baron-mouse,counts,phate,48,0.07322778387822146
baron-mouse,counts,kpca-rbf,4,0.03253791047111977
baron-mouse,counts,kpca-rbf,32,0.04171251153996637
baron-mouse,counts,kpca-rbf,2,0.06609539315616716
baron-mouse,counts,kpca-rbf,16,0.037810504878576796
baron-mouse,counts,kpca-rbf,96,0.03147158143252782
baron-mouse,counts,kpca-rbf,8,0.09306402936052346
baron-mouse,counts,kpca-rbf,48,0.039364280020969235
baron-mouse,counts,isomap,4,0.0029383469117565332
baron-mouse,counts,isomap,32,0.29669310344626293
baron-mouse,counts,isomap,2,-0.09796952145419832
baron-mouse,counts,isomap,16,0.22777323408689007
baron-mouse,counts,isomap,96,0.3037635080470914
baron-mouse,counts,isomap,8,0.09585562226044655
baron-mouse,counts,isomap,48,0.2569124631068073
baron-mouse,counts,saucie,4,0.0028890573565246813
baron-mouse,counts,saucie,32,0.0007625390845150268
baron-mouse,counts,saucie,2,0.0027969437020200602
baron-mouse,counts,saucie,16,0.011765737818133018
baron-mouse,counts,saucie,96,0.005016831857108331
baron-mouse,counts,saucie,8,0.02121345133241889
baron-mouse,counts,saucie,48,0.016903590487521516
baron-mouse,counts,bd,4,-0.1312325578034943
baron-mouse,counts,bd,32,0.24006798712373068
baron-mouse,counts,bd,2,-0.1838783689903362
baron-mouse,counts,bd,16,0.08479224397216814
baron-mouse,counts,bd,96,0.46767439167391156
baron-mouse,counts,bd,8,-0.1685427045547604
baron-mouse,counts,bd,48,0.31370176322801674
baron-mouse,counts,lda,4,0.11081689290745156
baron-mouse,counts,lda,32,0.5651461601155804
baron-mouse,counts,lda,2,0.14107294678126642
baron-mouse,counts,lda,16,0.5622821931355043
baron-mouse,counts,lda,96,0.726283828924256
baron-mouse,counts,lda,8,0.4060109000321876
baron-mouse,counts,lda,48,0.6604870113819779
baron-mouse,counts,spectral,4,-0.10137393139279233
baron-mouse,counts,spectral,32,0.24862757121459808
baron-mouse,counts,spectral,2,-0.0871841075906452
baron-mouse,counts,spectral,16,0.05014317320931411
baron-mouse,counts,spectral,96,0.3229189299308582
baron-mouse,counts,spectral,8,-0.12287505389491067
baron-mouse,counts,spectral,48,0.28223646420632376
baron-mouse,counts,grp,4,-0.005525527075689316
baron-mouse,counts,grp,32,-0.1235441680422317
baron-mouse,counts,grp,2,-0.047568997704756186
baron-mouse,counts,grp,16,-0.12874485603656843
baron-mouse,counts,grp,96,-0.14598796303167455
baron-mouse,counts,grp,8,-0.165944906463379
baron-mouse,counts,grp,48,-0.15489006454843565
baron-mouse,counts,fa,4,0.3591763269745567
baron-mouse,counts,fa,32,0.48164498627476104
baron-mouse,counts,fa,2,0.552659635472373
baron-mouse,counts,fa,16,0.3541928279477474
baron-mouse,counts,fa,96,0.7696533009095862
baron-mouse,counts,fa,8,0.3541052013108617
baron-mouse,counts,fa,48,0.5514575313401784
baron-mouse,counts,mctsne,4,0.003279002029952222
baron-mouse,counts,mctsne,32,nan
baron-mouse,counts,mctsne,2,-0.07858636750126215
baron-mouse,counts,mctsne,16,-0.0552670552054618
baron-mouse,counts,mctsne,96,0.03330601979744997
baron-mouse,counts,mctsne,8,-0.04741221100646044
baron-mouse,counts,mctsne,48,nan
baron-mouse,counts,nmf,4,-0.13137413164390943
baron-mouse,counts,nmf,32,0.27025152056544516
baron-mouse,counts,nmf,2,-0.18397236052102234
baron-mouse,counts,nmf,16,0.12147319802975207
baron-mouse,counts,nmf,96,0.5132735453729804
baron-mouse,counts,nmf,8,-0.16229415725415766
baron-mouse,counts,nmf,48,0.34903478232319224
baron-mouse,counts,kpca-pol,4,-0.42486253327504897
baron-mouse,counts,kpca-pol,32,-0.4287499300932226
baron-mouse,counts,kpca-pol,2,-0.3786941573968672
baron-mouse,counts,kpca-pol,16,-0.41046471567259935
baron-mouse,counts,kpca-pol,96,-0.42215295447749823
baron-mouse,counts,kpca-pol,8,-0.44995533508321534
baron-mouse,counts,kpca-pol,48,-0.4347379816756645
baron-mouse,counts,vasc,4,0.3420577137581491
baron-mouse,counts,vasc,32,0.3302783556852989
baron-mouse,counts,vasc,2,0.28927503903684504
baron-mouse,counts,vasc,16,0.23647529131934752
baron-mouse,counts,vasc,96,0.3571356638517184
baron-mouse,counts,vasc,8,0.3426532076702486
baron-mouse,counts,vasc,48,0.36652111279595173
baron-mouse,counts,kpca-cos,4,0.03986988999659004
baron-mouse,counts,kpca-cos,32,0.48892359718084333
baron-mouse,counts,kpca-cos,2,-0.0076444894097762684
baron-mouse,counts,kpca-cos,16,0.3799071891370021
baron-mouse,counts,kpca-cos,96,0.5799133155615654
baron-mouse,counts,kpca-cos,8,0.2031012238384238
baron-mouse,counts,kpca-cos,48,0.5200942884269819
baron-mouse,counts,pca,4,-0.11631931015901299
baron-mouse,counts,pca,32,0.30609306056778324
baron-mouse,counts,pca,2,-0.181483001854604
baron-mouse,counts,pca,16,0.10675244910305531
baron-mouse,counts,pca,96,0.6752759908225574
baron-mouse,counts,pca,8,-0.1729558625964057
baron-mouse,counts,pca,48,0.4293980952550722
baron-mouse,counts,pmf,4,-0.003482743980262928
baron-mouse,counts,pmf,32,0.3690413478419131
baron-mouse,counts,pmf,2,0.1924244676977598
baron-mouse,counts,pmf,16,0.24482800464217896
baron-mouse,counts,pmf,96,0.5015862394159605
baron-mouse,counts,pmf,8,0.09305827362105977
baron-mouse,counts,pmf,48,0.4270442042180823
baron-mouse,counts,snmf,4,-0.2458103384734367
baron-mouse,counts,snmf,32,0.1887062664636935
baron-mouse,counts,snmf,2,-0.18401677480327405
baron-mouse,counts,snmf,16,-0.015028419423202339
baron-mouse,counts,snmf,8,-0.14165857229579637
baron-mouse,counts,snmf,48,nan
baron-mouse,counts,ipca,4,-0.11631931015901299
baron-mouse,counts,ipca,32,0.30608858920670357
baron-mouse,counts,ipca,2,-0.181483001854604
baron-mouse,counts,ipca,16,0.10675161648372777
baron-mouse,counts,ipca,96,0.673025362232777
baron-mouse,counts,ipca,8,-0.17295586912326177
baron-mouse,counts,ipca,48,0.42919368417930764
baron-mouse,counts,icm,4,-0.23535634806971278
baron-mouse,counts,icm,32,-0.4629965695757475
baron-mouse,counts,icm,2,-0.1450699094428005
baron-mouse,counts,icm,16,-0.44180006651522297
baron-mouse,counts,icm,96,-0.295343897711554
baron-mouse,counts,icm,8,-0.33869844546594763
baron-mouse,counts,icm,48,-0.42390161115012415
baron-mouse,counts,ivis,4,0.03233410132114071
baron-mouse,counts,ivis,32,0.10999976636457223
baron-mouse,counts,ivis,2,0.06880749066565903
baron-mouse,counts,ivis,16,-0.05162828659694466
baron-mouse,counts,ivis,96,-0.012136373568844923
baron-mouse,counts,ivis,8,0.10681752171930405
baron-mouse,counts,ivis,48,-0.03101136333359505
baron-mouse,logcounts,spca,4,0.42024340838186247
baron-mouse,logcounts,spca,32,0.6503046131644653
baron-mouse,logcounts,spca,2,0.42410782906900296
baron-mouse,logcounts,spca,16,0.5673914953790629
baron-mouse,logcounts,spca,96,0.7220809500496849
baron-mouse,logcounts,spca,8,0.5365770137067468
baron-mouse,logcounts,spca,48,0.6918944971997977
baron-mouse,logcounts,tsvd,4,0.366580440681872
baron-mouse,logcounts,tsvd,32,0.6852545210889448
baron-mouse,logcounts,tsvd,2,0.4215986084526255
baron-mouse,logcounts,tsvd,16,0.5495769359290607
baron-mouse,logcounts,tsvd,96,0.7838331345886989
baron-mouse,logcounts,tsvd,8,0.5243553352780937
baron-mouse,logcounts,tsvd,48,0.7458366000440394
baron-mouse,logcounts,spca-batch,4,0.32616821060901074
baron-mouse,logcounts,spca-batch,32,0.5150615931255954
baron-mouse,logcounts,spca-batch,2,0.41390033026076223
baron-mouse,logcounts,spca-batch,16,0.393009419782066
baron-mouse,logcounts,spca-batch,96,0.45020349505253765
baron-mouse,logcounts,spca-batch,8,0.400070467442464
baron-mouse,logcounts,spca-batch,48,0.45263956267695465
baron-mouse,logcounts,zifa,4,0.17217979221123267
baron-mouse,logcounts,zifa,32,0.2500320419224165
baron-mouse,logcounts,zifa,2,0.27095244893652176
baron-mouse,logcounts,zifa,16,0.27484037821396806
baron-mouse,logcounts,zifa,8,0.26913346491555923
baron-mouse,logcounts,nsnmf,4,0.5428125660375089
baron-mouse,logcounts,nsnmf,32,0.7298683376812735
baron-mouse,logcounts,nsnmf,2,0.3237812721090376
baron-mouse,logcounts,nsnmf,16,0.6844791709353786
baron-mouse,logcounts,nsnmf,96,0.6757694305721853
baron-mouse,logcounts,nsnmf,8,0.5752530465828224
baron-mouse,logcounts,nsnmf,48,0.6897583523144616
baron-mouse,logcounts,vpac,4,0.018791678014875027
baron-mouse,logcounts,vpac,32,0.5291772816780961
baron-mouse,logcounts,vpac,2,0.17778790379746193
baron-mouse,logcounts,vpac,16,0.3157763085879937
baron-mouse,logcounts,vpac,96,0.6791325223892382
baron-mouse,logcounts,vpac,8,0.36772590620552403
baron-mouse,logcounts,vpac,48,0.5408739633539151
baron-mouse,logcounts,umap,4,0.1218647715576236
baron-mouse,logcounts,umap,32,0.14372450288104605
baron-mouse,logcounts,umap,2,0.045304136481041216
baron-mouse,logcounts,umap,16,0.15720567815009695
baron-mouse,logcounts,umap,96,0.16472625699341922
baron-mouse,logcounts,umap,8,0.14070183221550078
baron-mouse,logcounts,umap,48,0.1665572806106134
baron-mouse,logcounts,kpca-sig,4,-0.08466424081795577
baron-mouse,logcounts,kpca-sig,32,-0.32282542858340335
baron-mouse,logcounts,kpca-sig,2,-0.07843807948438783
baron-mouse,logcounts,kpca-sig,16,-0.25672773410729055
baron-mouse,logcounts,kpca-sig,96,-0.3871279824821381
baron-mouse,logcounts,kpca-sig,8,-0.12124530488617884
baron-mouse,logcounts,kpca-sig,48,-0.34970670125129266
baron-mouse,logcounts,nmf2,4,0.43347788368388895
baron-mouse,logcounts,nmf2,32,0.5481456718317161
baron-mouse,logcounts,nmf2,2,0.41836254564787584
baron-mouse,logcounts,nmf2,16,0.523861161770124
baron-mouse,logcounts,nmf2,96,0.5606829764130594
baron-mouse,logcounts,nmf2,8,0.45763553695411785
baron-mouse,logcounts,nmf2,48,0.531247518729535
baron-mouse,logcounts,srp,4,0.1155087211791658
baron-mouse,logcounts,srp,32,0.42716589340129135
baron-mouse,logcounts,srp,2,0.1306252132224685
baron-mouse,logcounts,srp,16,0.2983806371231944
baron-mouse,logcounts,srp,96,0.5970542850395886
baron-mouse,logcounts,srp,8,0.19544771721108442
baron-mouse,logcounts,srp,48,0.4963379444704453
baron-mouse,logcounts,psmf,4,0.4376273398096787
baron-mouse,logcounts,psmf,32,0.542792649206377
baron-mouse,logcounts,psmf,2,0.40924525476724316
baron-mouse,logcounts,psmf,16,0.5380710791288489
baron-mouse,logcounts,psmf,96,0.4395094395824933
baron-mouse,logcounts,psmf,8,0.47648036049859965
baron-mouse,logcounts,psmf,48,0.5057424732265198
baron-mouse,logcounts,fica,4,0.37109023969015487
baron-mouse,logcounts,fica,32,0.6599967219564745
baron-mouse,logcounts,fica,2,0.42873762134846943
baron-mouse,logcounts,fica,16,0.522746159666231
baron-mouse,logcounts,fica,96,0.7711241514652266
baron-mouse,logcounts,fica,8,0.4876481499393546
baron-mouse,logcounts,fica,48,0.7265753350386002
baron-mouse,logcounts,lle,4,0.1728400184973821
baron-mouse,logcounts,lle,32,0.3051901237299129
baron-mouse,logcounts,lle,2,0.12229666168685671
baron-mouse,logcounts,lle,16,0.20394691476848817
baron-mouse,logcounts,lle,96,0.3197683716000164
baron-mouse,logcounts,lle,8,0.12999868479333096
baron-mouse,logcounts,lle,48,0.30220458639076236
baron-mouse,logcounts,lsnmf,4,0.4011960210786933
baron-mouse,logcounts,lsnmf,32,0.6251980658137113
baron-mouse,logcounts,lsnmf,2,0.42541669318208536
baron-mouse,logcounts,lsnmf,16,0.09070669731310009
baron-mouse,logcounts,lsnmf,96,0.0006271675026911454
baron-mouse,logcounts,lsnmf,8,0.3165119102249488
baron-mouse,logcounts,lsnmf,48,0.5673274934614959
baron-mouse,logcounts,phate,4,0.426207351037637
baron-mouse,logcounts,phate,32,0.11973126699312281
baron-mouse,logcounts,phate,2,0.3933027982544113
baron-mouse,logcounts,phate,16,0.2661335386587318
baron-mouse,logcounts,phate,96,0.04645791424024453
baron-mouse,logcounts,phate,8,0.3660941155645869
baron-mouse,logcounts,phate,48,0.2690339866880766
baron-mouse,logcounts,kpca-rbf,4,-0.27971937167024336
baron-mouse,logcounts,kpca-rbf,32,-0.2936552023070058
baron-mouse,logcounts,kpca-rbf,2,-0.32179649543457844
baron-mouse,logcounts,kpca-rbf,16,-0.18247230429851266
baron-mouse,logcounts,kpca-rbf,96,-0.6621870493387688
baron-mouse,logcounts,kpca-rbf,8,-0.06933459157770026
baron-mouse,logcounts,kpca-rbf,48,-0.47069676912090574
baron-mouse,logcounts,isomap,4,0.31343183229866817
baron-mouse,logcounts,isomap,32,0.39717205595436006
baron-mouse,logcounts,isomap,2,0.2997270550024655
baron-mouse,logcounts,isomap,16,0.4142347252868643
baron-mouse,logcounts,isomap,96,0.37554260730150985
baron-mouse,logcounts,isomap,8,0.3748864609442731
baron-mouse,logcounts,isomap,48,0.3759614835063115
baron-mouse,logcounts,saucie,4,-0.004028910908198147
baron-mouse,logcounts,saucie,32,0.0023734414015296767
baron-mouse,logcounts,saucie,2,-0.009814811556413065
baron-mouse,logcounts,saucie,16,0.011769502432547598
baron-mouse,logcounts,saucie,96,-0.014188506895311597
baron-mouse,logcounts,saucie,8,-0.012996412356976038
baron-mouse,logcounts,saucie,48,-0.003973632152330083
baron-mouse,logcounts,bd,4,0.29165191644650357
baron-mouse,logcounts,bd,32,0.6596341613233953
baron-mouse,logcounts,bd,2,0.43561055639522683
baron-mouse,logcounts,bd,16,0.5805467364477911
baron-mouse,logcounts,bd,96,0.5831170534057356
baron-mouse,logcounts,bd,8,0.5327309423138524
baron-mouse,logcounts,bd,48,0.6966152253868925
baron-mouse,logcounts,lda,4,0.26002162190320716
baron-mouse,logcounts,lda,32,0.048043335858181956
baron-mouse,logcounts,lda,2,0.20316888134834343
baron-mouse,logcounts,lda,16,-0.05414531701910667
baron-mouse,logcounts,lda,96,-0.040750835395347455
baron-mouse,logcounts,lda,8,0.26314851194214745
baron-mouse,logcounts,lda,48,0.10858789427431771
baron-mouse,logcounts,spectral,4,0.3204541749707999
baron-mouse,logcounts,spectral,32,0.49260056334893415
baron-mouse,logcounts,spectral,2,0.14765465539634012
baron-mouse,logcounts,spectral,16,0.4832850894721408
baron-mouse,logcounts,spectral,96,0.332714016425241
baron-mouse,logcounts,spectral,8,0.401587052386884
baron-mouse,logcounts,spectral,48,0.45896683860950493
baron-mouse,logcounts,grp,4,0.1331472042933111
baron-mouse,logcounts,grp,32,0.4257388856795974
baron-mouse,logcounts,grp,2,0.08203305350896495
baron-mouse,logcounts,grp,16,0.2845787748277976
baron-mouse,logcounts,grp,96,0.5907686699096895
baron-mouse,logcounts,grp,8,0.22837055357523925
baron-mouse,logcounts,grp,48,0.4651907274561594
baron-mouse,logcounts,fa,4,0.5828294940812203
baron-mouse,logcounts,fa,32,0.8177544980412847
baron-mouse,logcounts,fa,2,0.4961374957086982
baron-mouse,logcounts,fa,16,0.6756820609120392
baron-mouse,logcounts,fa,96,0.8396500107271023
baron-mouse,logcounts,fa,8,0.6072484523488912
baron-mouse,logcounts,fa,48,0.8686524545618725
baron-mouse,logcounts,mctsne,4,0.34940295096043805
baron-mouse,logcounts,mctsne,32,nan
baron-mouse,logcounts,mctsne,2,0.331160242626556
baron-mouse,logcounts,mctsne,96,nan
baron-mouse,logcounts,mctsne,8,0.39297907279075545
baron-mouse,logcounts,mctsne,48,nan
baron-mouse,logcounts,nmf,4,0.3976491571045591
baron-mouse,logcounts,nmf,32,0.6395656794442874
baron-mouse,logcounts,nmf,2,0.4357076832439988
baron-mouse,logcounts,nmf,16,0.6035237334139144
baron-mouse,logcounts,nmf,96,0.7068062594677887
baron-mouse,logcounts,nmf,8,0.5419794845157142
baron-mouse,logcounts,nmf,48,0.7152207872979138
baron-mouse,logcounts,kpca-pol,4,0.6040151997673562
baron-mouse,logcounts,kpca-pol,32,0.7596453499363659
baron-mouse,logcounts,kpca-pol,2,0.5410877946273581
baron-mouse,logcounts,kpca-pol,16,0.735747239811252
baron-mouse,logcounts,kpca-pol,96,0.7725099865815658
baron-mouse,logcounts,kpca-pol,8,0.6712483871853674
baron-mouse,logcounts,kpca-pol,48,0.7708558689862863
baron-mouse,logcounts,vasc,4,0.3360764921438307
baron-mouse,logcounts,vasc,32,0.21895932030603601
baron-mouse,logcounts,vasc,2,0.5486656753537711
baron-mouse,logcounts,vasc,16,0.26908955134620033
baron-mouse,logcounts,vasc,96,nan
baron-mouse,logcounts,vasc,8,0.2874138722502673
baron-mouse,logcounts,vasc,48,nan
baron-mouse,logcounts,kpca-cos,4,0.22846545011586414
baron-mouse,logcounts,kpca-cos,32,-0.04346944605631991
baron-mouse,logcounts,kpca-cos,2,0.1855109748133651
baron-mouse,logcounts,kpca-cos,16,0.16115039228717468
baron-mouse,logcounts,kpca-cos,96,-0.361020093894268
baron-mouse,logcounts,kpca-cos,8,0.2611876579314574
baron-mouse,logcounts,kpca-cos,48,-0.21180803983999874
baron-mouse,logcounts,pca,4,0.37109024015740355
baron-mouse,logcounts,pca,32,0.665285136653611
baron-mouse,logcounts,pca,2,0.4287376215784418
baron-mouse,logcounts,pca,16,0.5259255138943811
baron-mouse,logcounts,pca,96,0.7676144528366724
baron-mouse,logcounts,pca,8,0.4876491831473387
baron-mouse,logcounts,pca,48,0.7311174799484589
baron-mouse,logcounts,pmf,4,0.5081211304129305
baron-mouse,logcounts,pmf,32,0.6529700237678249
baron-mouse,logcounts,pmf,2,0.48494366050175003
baron-mouse,logcounts,pmf,16,0.5721031380840663
baron-mouse,logcounts,pmf,96,0.6506949494006508
baron-mouse,logcounts,pmf,8,0.6019346385507228
baron-mouse,logcounts,pmf,48,0.6820372912416394
baron-mouse,logcounts,snmf,4,0.3970512455256866
baron-mouse,logcounts,snmf,32,0.6692668715145598
baron-mouse,logcounts,snmf,2,0.43562072653851497
baron-mouse,logcounts,snmf,16,0.6031809300755469
baron-mouse,logcounts,snmf,96,0.6600698538657911
baron-mouse,logcounts,snmf,8,0.490362111672385
baron-mouse,logcounts,snmf,48,0.6977956286999831
baron-mouse,logcounts,ipca,4,0.37109024017946973
baron-mouse,logcounts,ipca,32,0.659996721702485
baron-mouse,logcounts,ipca,2,0.42873762163475243
baron-mouse,logcounts,ipca,16,0.5227461575401176
baron-mouse,logcounts,ipca,96,0.7711241522054035
baron-mouse,logcounts,ipca,8,0.4876481495116599
baron-mouse,logcounts,ipca,48,0.7265753357057174
baron-mouse,logcounts,icm,4,0.3973096794443262
